source_sku,title,description,brand,price,availability,url,image_url
5522760,Afia Duplo com Depósito Clean Maped,O afia clean é duplo. Abre quando pressionado com o lápis e fecha automaticamente.   Características:   Cor: Verde  Dimensões: alt.12.5 x larg.9.5 x comp.3.7 cm,Maped,3.49,,,https://cdn.shopify.com/s/files/1/0844/5290/1130/files/5522760_8797cef1-f4d8-4fd9-aac2-8c1bdcc3b733.jpg?v=1726567166
5355833,Afia Duplo com Depósito Color Peps Maped (artigo sortido),"O afia Color'Peps é duplo e foi especialmente concebido para lápis de cor deixando a ponta arredondada.   Características:   Cor: Azul, Roxo, Vermelho  Dimensões: alt.12.5 x larg.9.5 x comp.3.5 cm  Aviso: Este artigo existe nos modelos disponíveis na imagem. Para escolher o seu modelo/cor, no momento da confirmação da encomenda, indique no campo notas o modelo pretendido. No caso de falta de stock do modelo pretendido ou na ausência de indicação poderá receber qualquer modelo em função da disponibilidade de stock (incluindo modelos não apresentados na fotografia). Poderá sempre trocar ou devolver em qualquer uma das lojas note!",Maped,3.49,,,https://cdn.shopify.com/s/files/1/0844/5290/1130/files/5355833_4fa8e016-7e9b-4b6e-9c92-9c8ea7926cc7.jpg?v=1726567185
2953876,Afia Duplo com Depósito Croc Croc Maped (artigo sortido),"O afia Croc Croc é uma coleção muito gira e divertida. Tem formato circular e muito ergonómico. Adaptado ao público dos 5 aos 8 anos. Este artigo está disponível nas cores verde e laranja, lilás e rosa.   Características:   Cor: Verde e Azul, Laranja e Vermelho  Dimensões: alt.15 x larg.9.5 x comp.4.8 cm  Aviso: Este artigo existe nos modelos disponíveis na imagem. Para escolher o seu modelo/cor, no momento da confirmação da encomenda, indique no campo notas o modelo pretendido. No caso de falta de stock do modelo pretendido ou na ausência de indicação poderá receber qualquer modelo em função da disponibilidade de stock (incluindo modelos não apresentados na fotografia). Poderá sempre trocar ou devolver em qualquer uma das lojas note!",Maped,2.79,,,https://cdn.shopify.com/s/files/1/0844/5290/1130/files/2953876_a9d662e6-f5bd-4a86-a42b-825ff0709351.jpg?v=1726567170
4879354,Afia Duplo com Depósito Note!,"Este afia duplo da Note! é a solução ideal para manteres os teus lápis sempre afiados com facilidade. Equipado com um depósito que recolhe as aparas, garante um ambiente mais limpo e organizado enquanto afia os lápis. Com um design funcional e durável, este afia é perfeito para uso diário, quer em casa, na escola ou no escritório.   Características:   Cor: Azul  Unidades: 1",Note!,1.79,,,https://cdn.shopify.com/s/files/1/0844/5290/1130/files/4879354_1.jpg?v=1739468230
7414055,Afia Duplo com Depósito Shakky Maped,Afia com dois buracos e um depósito com design divertido.   Características:   Cor: Preto e Branco  Dimensões: alt.12.5 x larg.6.5 x comp.2.2 cm,Maped,2.79,,,https://cdn.shopify.com/s/files/1/0844/5290/1130/files/7414055_73a395c5-8bed-448d-a677-2748ef554a06.jpg?v=1726527759
6935119,Afia Triplo com Depósito Faber Castell,"Afia triplo para lápis de grafite e de cor com formatos redondos, triangulares e hexagonais. Contém depósito duplo para as aparas.   Características:   Cor: Cinza  Dimensões: alt.21 x larg.6.7 x comp.4.6 cm",Faber Castell,5.19,,,https://cdn.shopify.com/s/files/1/0844/5290/1130/files/6935119_2.jpg?v=1740071526
5067714,Afia Triplo com Depósito Note!,"Afia com depósito de plástico, colorido transparente. Com 3 orifícios de tamanhos diferentes adequados para a maioria dos lápis, prático para utilização em âmbito escolar, profissional ou em casa.   Características:   Cor: Verde  Dimensões: alt.13.9 x larg.11 x comp.3.5 cm",Note!,2.19,,,https://cdn.shopify.com/s/files/1/0844/5290/1130/files/5067714_1.jpg?v=1739468181
7129397,Agrafador Alicate Grande 24/6,"Agrafador de metal tipo alicate para utilizar em casa ou no escritório. Permite agrafar até 18 folhas e é compatível para agrafos nº24/6. Formato moderno e resistente para utilização frequente.   Características:   Cor: Prateado  Material: Metal  Dimensões: Comprimento x Largura: 17 x 2,2mm",Note!,6.99,,,https://cdn.shopify.com/s/files/1/0844/5290/1130/files/7129397_e36381b2-9565-42b4-bcff-219c40b31ab2.jpg?v=1726565685
7129395,Agrafador Alicate Pequeno 24/6,"Agrafador de metal tipo alicate para utilizar em casa ou no escritório. Permite agrafar até 16 folhas e é compatível para agrafos nº24/6. Formato moderno e resistente para utilização frequente.   Características:   Cor: Prateado  Material: Metal  Dimensões: Comprimento x Largura: 14,5 x 1,9mm",Note!,5.49,,,https://cdn.shopify.com/s/files/1/0844/5290/1130/files/7129395.jpg?v=1726568373
5522820,Agrafador Greenlogic 24/6 com 400 Agrafos,"Agrafador para agrafos do tipo standart (24/6 ou 26/6), que permite agrafar até 15 folhas de uma só vez. Inclui 400 agrafos. Dado o seu tamanho é ideal para ter na secretária sempre à mão. Corpo em plástico e mecanismo em metal.   Características:   Cor: Prateado  Material: Plástico e Metal  Inclui: 400 Agrafos  Tamanho: 24/6 a 26/6",Maped,4.39,,,https://cdn.shopify.com/s/files/1/0844/5290/1130/files/5522820.jpg?v=1726565441
7129398,Agrafador Médio 16 Folhas Note!,Agrafador de metal ergonómico para utilizar em casa ou no escritório. Permite agrafar até 16 folhas e é compatível para agrafos nº 24/6. Formato prático e resistente para utilização frequente.   Características:   Cor: Preto  Tamanho: 24/6  Número de folhas: 16  Dimensões: alt.13 x larg.17.8 x comp.4.5 cm,Note!,4.49,,,https://cdn.shopify.com/s/files/1/0844/5290/1130/files/7129398.jpg?v=1726528907
4268124,Agrafador Pequeno 8 Folhas + Agrafos Note!,Agrafador de metal pequeno para utilizar em casa ou no escritório. Permite agrafar até 8 folhas e é compatível para agrafos nº 24/6. Leve e prático para transportar.   Características:   Cor: Prateado  Tamanho: 24/6  Número de folhas: 8  Inclui: Agrafos  Dimensões: alt.14.5 x larg.10.5 x comp.3.5 cm,Note!,2.69,,,https://cdn.shopify.com/s/files/1/0844/5290/1130/files/4268124.jpg?v=1726567710
3607824,Agrafador Universal Mini com 400 Agrafos Maped,"Agrafador universal para agrafos de tipo nº 10, e que permite agrafar até 15 folhas de uma só vez. É pequeno e é ideal para ter na secretária sempre à mão.   Características:   Cor: Cinza  Tamanho: 10  Número de folhas: 15  Inclui: Agrafos  Dimensões: alt.12 x larg.10.5 x comp.3.3 cm",Maped,4.29,,,https://cdn.shopify.com/s/files/1/0844/5290/1130/files/3607824.jpg?v=1726567684
2618014,Agrafador Vivo Mini com 400 Agrafos Maped,"Agrafador mini para agrafos do tipo nº 10, e que permite agrafar até 15 folhas de uma só vez. Pequeno e colorido, é ideal para ter na secretária sempre à mão. Corpo em plástico e mecanismo em metal. Removedor de agrafos embutido.   Características:   Cor: Azul  Tamanho: 10  Número de folhas: 15  Inclui: Agrafos  Dimensões: alt.12 x larg.10.2 x comp.3.3 cm",Maped,3.99,,,https://cdn.shopify.com/s/files/1/0844/5290/1130/files/2618014.jpg?v=1726569714
4329561,Agrafos 24/6 2x1000 unidades Note!,Conjunto de 2 caixas de 1000 agrafos nº 24/6 para agrafadores Note! e de outras marcas.   Características:   Tamanho: 24/6  Unidades: 2 x 1000,Note!,1.79,,,https://cdn.shopify.com/s/files/1/0844/5290/1130/files/4329561_2.jpg?v=1739273175
4329556,Agrafos Nº10 2x1000 unidades Note!,Conjunto de 2 caixas de 1000 agrafos nº 10 para agrafadores Note! e de outras marcas.   Características:   Tamanho: 10  Unidades: 2 x 1000,Note!,1.59,,,https://cdn.shopify.com/s/files/1/0844/5290/1130/files/4329556.jpg?v=1726527297
7166279,Aguarela 12 unidades 12ml Talens,"Conjunto de 12 tubos de tinta aguarela, de 12ml cada, para dar asas à imaginação dos miúdos e graúdos. Para usar em âmbito escolar ou como hobbie.   Características:   Cor: Multicolor  Capacidade: 12ml  Unidades: 12  Dimensões: alt.26 x larg.11 x comp.2.5 cm",Talens,12.99,,,https://cdn.shopify.com/s/files/1/0844/5290/1130/files/7166279_1.jpg?v=1739529080
4290858,Aguarela 30mm com 12 unidades Note!,"Aguarelas com pincel para dar asas à imaginação dos miúdos e graúdos. Ideais para explorar as cores e as transparências misturando com água, em âmbito escolar ou como hobbie.   Características:   Cor: Multicolor  Unidades: 12  Inclui: pincel  Dimensões: alt.21.5 x larg.9.5 x comp.1.3 cm",Note!,3.29,,,https://cdn.shopify.com/s/files/1/0844/5290/1130/files/4290858.jpg?v=1726568163
4290860,Aguarela 30mm com 24 unidades Note!,"Aguarelas com pincel para dar asas à imaginação dos miúdos e graúdos. Ideais para explorar as cores e as transparências misturando com água, em âmbito escolar ou como hobbie. A caixa inclui 24 cores e 2 pincéis médios.   Características:   Cor: Multicolor  Unidades: 24  Inclui: 2 pinceis  Dimensões: alt.21.3 x larg.17.5 x comp.1 cm",Note!,5.29,,,https://cdn.shopify.com/s/files/1/0844/5290/1130/files/4290860.jpg?v=1726569452
7346250,Aguarela Em Pastilha 12 unidades Talens Van Gogh,"Caixa de 12 aguarelas em partilha, com espaço para misturar as cores.   Características:   Cor: Multicolor  Unidades: 12  Inclui: Pincel  Dimensões: alt.2.5 x larg.14 x comp.9.5 cm",Talens Van Gogh,27.99,,,https://cdn.shopify.com/s/files/1/0844/5290/1130/files/7346250_2dd4ea68-a351-4cb3-b99f-69fac8f8a735.jpg?v=1739529149
7607746,Aguarelas Caixa Azul + 1 Branco Opaco 12 unidades,"Dimensões: alt.3 x larg.12,5 x comp.30 cm; peso: 0,38kg",Faber Castell,15.99,,,https://cdn.shopify.com/s/files/1/0844/5290/1130/files/7607746_fe20bd49-7700-4883-be2e-3a90e980748a.jpg?v=1726517349
7526569,Aguarelas Caixa Azul + 1 Tubo Branco Opaco 12 unidades,"Dimensões: alt.3 x larg.30 x comp.12,5 cm; peso: 3,81kg",Faber Castell,15.99,,,https://cdn.shopify.com/s/files/1/0844/5290/1130/files/7526569_8c0aa529-faef-4ab4-add3-8101f91a60ca.jpg?v=1726520759
2127140,Aguarelas com 12 unidades Giotto,"Aguarelas Giotto de 30mm de diâmetro, com cores luminosas, intensas e com poder de cobertura. A sua nova forma evita a dispersão da água para fora da pastilha. A nova fórmula com pigmentos de alta qualidade permite obter e manter muito boas tonalidades mesmo depois de secar no papel.   Características:   Cor: Multicolor  Unidades: 12  Inclui: 1 pincel nº 3  Dimensões: alt.25 x larg.10 x comp.1 cm",Giotto,4.79,,,https://cdn.shopify.com/s/files/1/0844/5290/1130/files/2127140_fc2b1eb4-d995-4aff-834d-28ec0694d4d7.jpg?v=1726569832
7432551,Aguarelas em Lápis,"Conjunto de 24 aguarelas em lápis diponibilizadas em estojo de metal, perfeitas para criar as suas pinturas.   Características:   Este produto é fabricado com madeira certificada PEFC, proveniente de bosques da Alemanha.  Cor: Multicor  Material: Madeira e Metal",Staedtler,29.99,,,https://cdn.shopify.com/s/files/1/0844/5290/1130/files/7432551.jpg?v=1726524895
7166297,Aguarelas Koi 12Un,"Dimensões: alt.16,5 x larg.9 x comp.2,5 cm; peso: 0,12kg",Sakura,21.99,,,https://cdn.shopify.com/s/files/1/0844/5290/1130/files/7166297.jpg?v=1726525307
4494558,Apagador Quadro Branco Note!,Apagador para Quadro Branco note!   Características:   Cor: Laranja  Dimensões: alt.16.8 x larg.17 x comp.2.5 cm,Note!,1.99,,,https://cdn.shopify.com/s/files/1/0844/5290/1130/files/4494558.jpg?v=1726567649
7165508,Apara Lápis Croc Croc Signal,"alt.4,9 x larg.4,84 x comp.4,6 cm",Maped,2,,,https://cdn.shopify.com/s/files/1/0844/5290/1130/files/7165508_b7ddcfdb-39bc-417c-bba4-aeaad9fb1bf7.jpg?v=1726528576
7169299,Apara Lápis Duplo com Depósito,"Dimensões: alt.9,1 x larg.4,5 x comp.14 cm; peso: 0,04kg",Staedtler,4.39,,,https://cdn.shopify.com/s/files/1/0844/5290/1130/files/7169299_716833a6-9899-46b0-8074-1f1fa9346c1a.jpg?v=1726520275
8040065,Apara Lápis Duplo Lata Pixel Party Maped,"alt.9,67 x larg.6,5 x comp.4 cm",Maped,2.99,,,https://cdn.shopify.com/s/files/1/0844/5290/1130/files/8040065.jpg?v=1726491839
7165510,Apara Lápis Galactic,"alt.5,6 x larg.7 x comp.2,4 cm",Maped,2,,,https://cdn.shopify.com/s/files/1/0844/5290/1130/files/7165510_238673c5-6874-47de-892f-cdb6b77d58a0.jpg?v=1726528573
4944916,Apara Lápis I-Gloo Esq. Simples - Bls,"Dimensões: alt.12,5 x larg.6,5 x comp.2,5 cm; peso: 0,12kg",Maped,2.29,,,https://cdn.shopify.com/s/files/1/0844/5290/1130/files/4944916.jpg?v=1726515187
8232817,Apara Lápis Lazy Kitten,Dimensões: alt.10.3 x larg.5.5 x comp.2.6 cm; peso: 0.01kg,Iigen,1.99,,,https://cdn.shopify.com/s/files/1/0844/5290/1130/files/8232817.jpg?v=1740664123
7993076,Auriculares Sortido Marshmallow,"alt.22 x larg.11 x comp.2 cm Aviso: Este artigo existe nos modelos disponíveis na imagem. Para escolher o seu modelo/cor, no momento da confirmação da encomenda, indique no campo notas o modelo pretendido. No caso de falta de stock do modelo pretendido ou na ausência de indicação poderá receber qualquer modelo em função da disponibilidade de stock (incluindo modelos não apresentados na fotografia). Poderá sempre trocar ou devolver em qualquer uma das mais de 83 lojas note!",Marshmallow,16.99,,,https://cdn.shopify.com/s/files/1/0844/5290/1130/files/7993076.jpg?v=1726503686
8198798,Auriculares Wireless Marshmallow (artigo sortido),Dimensões: alt.22 x larg.11 x comp.2 cm; peso: 0.35kg,Marshmallow,16.99,,,https://cdn.shopify.com/s/files/1/0844/5290/1130/files/8198798.jpg?v=1740156696
7850903,Autocolantes A4 Barbie Caderno Inteligente,"Dimensões: alt.27,4 x larg.19,8 x comp.0,1 cm; peso: 0,15kg",Caderno Inteligente,3.9,,,https://cdn.shopify.com/s/files/1/0844/5290/1130/files/7850903_1.jpg?v=1739271953
7850902,Autocolantes Folha A5 Barbie Caderno Inteligente,"Dimensões: alt.20 x larg.14,4 x comp.0,1 cm; peso: 0,1kg",Caderno Inteligente,3,,,https://cdn.shopify.com/s/files/1/0844/5290/1130/files/7850902.jpg?v=1739271736
7849030,Bandolete Árvore Natal Sortido,"Dimensões: alt.1 x larg.1 x comp.1 cm; peso: 1kg  Aviso: Este artigo existe nos modelos disponíveis na imagem. Para escolher o seu modelo/cor, no momento da confirmação da encomenda, indique no campo notas o modelo pretendido. No caso de falta de stock do modelo pretendido ou na ausência de indicação poderá receber qualquer modelo em função da disponibilidade de stock (incluindo modelos não apresentados na fotografia). Poderá sempre trocar ou devolver em qualquer uma das mais de 75 lojas note!",Koopman,3,,,https://cdn.shopify.com/s/files/1/0844/5290/1130/files/7849030_533b7013-7709-4378-85c5-a6508a38aed6.jpg?v=1726512057
7849066,Bandolete Natal Com Lantejoulas Sortido,"Dimensões: alt.1 x larg.1 x comp.1 cm; peso: 1kg  Aviso: Este artigo existe nos modelos disponíveis na imagem. Para escolher o seu modelo/cor, no momento da confirmação da encomenda, indique no campo notas o modelo pretendido. No caso de falta de stock do modelo pretendido ou na ausência de indicação poderá receber qualquer modelo em função da disponibilidade de stock (incluindo modelos não apresentados na fotografia). Poderá sempre trocar ou devolver em qualquer uma das mais de 75 lojas note!",Gem,3,,,https://cdn.shopify.com/s/files/1/0844/5290/1130/files/7849066_09ded790-0e3e-4af6-94ac-79f319eec33f.jpg?v=1726512041
7849031,Bandolete Rena Com Sinos Sortido,"Dimensões: alt.1 x larg.1 x comp.1 cm; peso: 1kg  Aviso: Este artigo existe nos modelos disponíveis na imagem. Para escolher o seu modelo/cor, no momento da confirmação da encomenda, indique no campo notas o modelo pretendido. No caso de falta de stock do modelo pretendido ou na ausência de indicação poderá receber qualquer modelo em função da disponibilidade de stock (incluindo modelos não apresentados na fotografia). Poderá sempre trocar ou devolver em qualquer uma das mais de 75 lojas note!",Koopman,4,,,https://cdn.shopify.com/s/files/1/0844/5290/1130/files/7849031.jpg?v=1726511974
7166295,Barras de Carvão F/M/G 3 unidades Talens,"Conjunto contém 1 pau de carvão F, 1 pau de carvão M e 1 pau de carvão G.   Características:   Cor: Preto  Tamanho: F, M, G  Unidades: 3  Dimensões: alt.15.5 x larg.4 x comp.1.3 cm",Talens,2.29,,,https://cdn.shopify.com/s/files/1/0844/5290/1130/files/7166295.jpg?v=1726567371
7526571,Bata 6-10 Anos Azul Faber Castell,"Bata com mangas compridas e ajustáveis no punho, ideal para utilização na escola e em casa. Máxima qualidade: protege a roupa de tinta, líquidos, cola, etc… Bolso, na parte da frente da bata e lavável a uma temperatura até 30º. Espaço para escrever o nome.   Características:   Cor: Azul  Tamanho: 6-10 anos (a partir de 110cm)  Material: Poliéster",Faber Castell,11.99,,,https://cdn.shopify.com/s/files/1/0844/5290/1130/files/7526571.jpg?v=1726525615
7553480,Bata 6-10 Anos Vermelho/Laranja Faber Castell,"Dimensões: alt.8 x larg.21 x comp.1,5 cm; peso: 0,9kg",Faber Castell,11.99,,,https://cdn.shopify.com/s/files/1/0844/5290/1130/files/7553480_3e3feb90-2523-4b82-a770-76f1366d3392.jpg?v=1726523215
7191405,"Bloco Aguarela 200G 13,5X21Cm","Dimensões: alt.0,6 x larg.21 x comp.0,9 cm; peso: 0,1kg",Talens Van Gogh,8.99,,,https://cdn.shopify.com/s/files/1/0844/5290/1130/files/7191405_dc4e0e1a-eaac-4757-9004-aef2bd8f9fd8.jpg?v=1726526228
7191407,Bloco Aguarela 200G 18X24Cm,"Dimensões: alt.0,9 x larg.18 x comp.0,9 cm; peso: 0,1kg",Talens Van Gogh,8.99,,,https://cdn.shopify.com/s/files/1/0844/5290/1130/files/7191407_566c44b9-be74-424f-ace9-dcba94be236d.jpg?v=1726526225
7191409,Bloco Aguarela 200G 24X32Cm,"Dimensões: alt.1,5 x larg.24 x comp.0,9 cm; peso: 0,1kg",Talens Van Gogh,12.49,,,https://cdn.shopify.com/s/files/1/0844/5290/1130/files/7191409_19b1c5dc-adf1-444f-8cec-687173982147.jpg?v=1726526223
7191411,Bloco Aguarela 200G 30X40Cm,"Dimensões: alt.1,5 x larg.24 x comp.0,9 cm; peso: 0,1kg",Talens Van Gogh,16.99,,,https://cdn.shopify.com/s/files/1/0844/5290/1130/files/7191411_7a143368-4d44-4671-8f11-f58f52325b71.jpg?v=1726526220
4732245,Bloco de Apontamentos A4 Liso,Bloco liso A4 com 80 folhas com gramagem de 60g/m2. Prático para apontamentos ou esboços.   Características:   Tamanho: A4  Gramagem: 60g,Note!,1.99,,,https://cdn.shopify.com/s/files/1/0844/5290/1130/files/4732245_1.jpg?v=1726568983
4732248,Bloco de Apontamentos A4 Pautado,Bloco pautado A4 com 80 folhas com gramagem de 60g/m2. Prático para apontamentos ou esboços.   Características:   Tamanho: A4  Gramagem: 60g,Note!,1.99,,,https://cdn.shopify.com/s/files/1/0844/5290/1130/files/4732248_1_807d1808-a50e-4ef4-abe0-43cc7c252de3.jpg?v=1726568979
4732249,Bloco de Apontamentos A4 Quadriculado,Bloco quadriculado A4 com 80 folhas com gramagem de 60g/m2. Prático para apontamentos ou esboços.   Características:   Tamanho: A4  Gramagem: 60g,Note!,1.99,,,https://cdn.shopify.com/s/files/1/0844/5290/1130/files/4732249_1.jpg?v=1726568974
4732256,Bloco de Apontamentos A5 Liso,Bloco liso A5 com 80 folhas com gramagem de 60g/m2. Prático para apontamentos ou esboços.   Características:   Tamanho: A5  Gramagem: 60g,Note!,1.69,,,https://cdn.shopify.com/s/files/1/0844/5290/1130/files/4732256.jpg?v=1726526779
4732254,Bloco de Apontamentos A5 Pautado,Bloco pautado A5 com 80 folhas com gramagem de 60g/m2. Prático para apontamentos ou esboços.   Características:   Tamanho: A5  Gramagem: 60g,Note!,1.69,,,https://cdn.shopify.com/s/files/1/0844/5290/1130/files/4732254_1.jpg?v=1726568970
4732255,Bloco de Apontamentos A5 Quadriculado,Bloco quadriculado A5 com 80 folhas com gramagem de 60g/m2. Prático para apontamentos ou esboços.   Características:   Tamanho: A5  Gramagem: 60g,Note!,1.69,,,https://cdn.shopify.com/s/files/1/0844/5290/1130/files/4732255_1_7c00021b-8840-428d-9b47-66749b53d12b.jpg?v=1739362297
4732261,Bloco de Apontamentos A6 Liso,Bloco liso A6 com 80 folhas com gramagem de 60g/m2. Prático para apontamentos ou esboços.   Características:   Tamanho: A6  Gramagem: 60g,Note!,1.49,,,https://cdn.shopify.com/s/files/1/0844/5290/1130/files/4732261_1_ed9c8a35-5fc3-40e7-ba87-3810fa225bc3.jpg?v=1739360629
4732258,Bloco de Apontamentos A6 Pautado,Bloco pautado A6 com 80 folhas com gramagem de 60g/m2. Prático para apontamentos ou esboços.   Características:   Tamanho: A6  Gramagem: 60g,Note!,1.49,,,https://cdn.shopify.com/s/files/1/0844/5290/1130/files/4732258_1_d03ffac4-8ec4-4c7b-ae43-349908a17191.jpg?v=1739360859
4732259,Bloco de Apontamentos A6 Quadriculado,Bloco quadriculado A6 com 80 folhas com gramagem de 60g/m2. Prático para apontamentos ou esboços.   Características:   Tamanho: A6  Gramagem: 60g,Note!,1.49,,,https://cdn.shopify.com/s/files/1/0844/5290/1130/files/4732259_1.jpg?v=1726568965
7330462,Bloco De Apontamentos A7 Liso,"Bloco de apontamentos A7 liso com 80 folhas com gramagem de 60g. Prático para apontamentos ou esboços.   Características:   Material: Cartolina e Papel  Dimensões: Altura x Comprimento x Largura: 10,5 x 7,7 x 9,5cm  Cor:: Branco  Tipo de folha: Liso  Encadernamento: Colado  Nº folhas: 80  Gramagem: 60g  Capa: Cartolina",Note!,1.19,,,https://cdn.shopify.com/s/files/1/0844/5290/1130/files/7330462.jpg?v=1726520256
